Stations_ID;Von_Datum;Bis_Datum;Stationshoehe;geoBreite;geoLaenge;Stationsname;Bundesland
00001; 19490101; 19860630;            478;     47.8413;    8.8493; Aach                                  ;Baden-Württemberg
00003; 18910101; 20110331;            202;     50.7827;    6.0941; Aachen                                ;Nordrhein-Westfalen
00044; 19710301; 20111231;             44;     52.9336;    8.2370; Großenkneten                          ;Niedersachsen
00052; 19730101; 20011231;             46;     53.6623;   10.1990; Ahrensburg-Wulfsdorf                  ;Schleswig-Holstein
00061; 19750701; 19780831;            339;     48.8443;   12.6171; Aiterhofen                            ;Bayern
00070; 19730601; 19860930;            712;     48.2052;    9.0371; Albstadt-Ebingen                      ;Baden-Württemberg
00071; 19861101; 20111231;            759;     48.2156;    8.9784; Albstadt-Badkap                       ;Baden-Württemberg
00072; 19781001; 19950531;            794;     48.2766;    9.0001; Albstadt-Onstmettingen                ;Baden-Württemberg
00073; 19590301; 20111231;            340;     48.6159;   13.0506; Aldersbach-Kriestorf                  ;Bayern
00078; 19610101; 20111231;             64;     52.4853;    7.9125; Alfhausen                             ;Niedersachsen
00091; 19781101; 20111231;            300;     50.7446;    9.3450; Alsfeld-Eifa                          ;Hessen
00093; 19771201; 19781031;            269;     50.7691;    9.2542; Alsfeld-Reibertenrod                  ;Hessen
00098; 18870215; 19541231;            780;     51.1890;    8.4671; Altastenberg                          ;Nordrhein-Westfalen
00106; 19730101; 19960229;            500;     51.7976;   10.4429; Altenau                               ;Niedersachsen
00116; 18990601; 19730531;            213;     50.9833;   12.4333; Altenburg                             ;Thüringen
00129; 19910101; 20061231;             28;     53.6893;   13.2420; Altentreptow                          ;Mecklenburg-Vorpommern
00131; 20041101; 20111231;            296;     51.0881;   12.9326; Geringswalde-Altgeringswalde          ;Sachsen
00132; 19531211; 19870930;            750;     49.7725;   12.3891; Altglashütte                          ;Bayern
00142; 19550101; 20111231;            511;     48.4060;   11.3117; Altomünster-Maisbrunn                 ;Bayern
00150; 19510101; 20111231;            215;     49.7273;    8.1164; Alzey                                 ;Rheinland-Pfalz
00151; 19490101; 20111231;            382;     49.4691;   11.8546; Amberg-Unterammersricht               ;Bayern
00154; 19940101; 20111231;            516;     48.0197;   12.2925; Amerang-Pfaffing                      ;Bayern
00164; 19460603; 20181008;             54;     53.0316;   13.9908; Angermünde                            ;Brandenburg
00167; 20040901; 20111231;             11;     53.8409;   13.6854; Anklam                                ;Mecklenburg-Vorpommern
00169; 19470101; 19661231;            630;     50.5730;   13.0053; Annaberg-Buchholz                     ;Sachsen
00172; 19690501; 19911130;            395;     52.2486;    9.5056; Annaturm                              ;Niedersachsen
00174; 19840301; 19871231;            250;     49.1886;    7.9766; Annweiler-Bindersbach                 ;Rheinland-Pfalz
00175; 19520101; 19760430;            413;     49.2964;   10.5751; Ansbach                               ;Bayern
00176; 19760601; 19951130;            481;     49.2475;   10.5826; Ansbach-Claffheim                     ;Bayern
00177; 19490101; 19571031;            418;     49.3158;   10.5815; Ansbach-Hennenbach                    ;Bayern
00183; 19510101; 20170630;             42;     54.6791;   13.4344; Arkona                                ;Mecklenburg-Vorpommern
00185; 19470101; 19571231;              3;     54.6289;    9.9294; Arnis                                 ;Schleswig-Holstein
00186; 18800101; 19980930;            218;     51.3773;    8.0713; Arnsberg                              ;Nordrhein-Westfalen
00191; 19860401; 20111231;            217;     49.9694;    9.9114; Arnstein-Müdesheim                    ;Bayern
00193; 19680101; 19971031;            232;     51.3845;    9.0820; Arolsen-Neu Berich                    ;Hessen
00198; 19540101; 20141219;            164;     51.3744;   11.2920; Artern                                ;Thüringen
00202; 19490101; 19511231;            111;     49.9771;    9.1091; Aschaffenburg                         ;Bayern
00207; 19470101; 19641231;            105;     51.7498;   11.4667; Aschersleben                          ;Sachsen-Anhalt
00211; 19810901; 19991231;            200;     50.5800;    8.4685; Aßlar Klein-Altenstädten              ;Hessen
00217; 19450101; 20111231;            670;     47.8774;   11.3643; Attenkam                              ;Bayern
00221; 19850801; 19900531;            483;     48.5515;   11.7117; Au i.d.Hallertau-Günzenhausen         ;Bayern
00222; 19770101; 20111231;            393;     50.5908;   12.7139; Aue                                   ;Sachsen
00231; 18790101; 19740430;            490;     48.3723;   10.8948; Augsburg (Sankt Stephan)              ;Bayern
00232; 19490101; 20130915;            462;     48.4253;   10.9417; Augsburg                              ;Bayern
00243; 19580901; 20061231;              4;     53.4621;    7.4670; Aurich                                ;Niedersachsen
00257; 19490101; 20111231;            240;     48.7270;    8.2457; Baden-Baden-Geroldsau                 ;Baden-Württemberg
00259; 19490101; 20111231;            275;     47.8064;    7.6387; Müllheim                              ;Baden-Württemberg
00268; 19540101; 19961231;            622;     48.5293;    8.2727; Baiersbronn-Obertal                   ;Baden-Württemberg
00273; 19861201; 19900430;            467;     47.8413;    9.6606; Baindt                                ;Baden-Württemberg
00282; 19490101; 20080930;            240;     49.8743;   10.9206; Bamberg                               ;Bayern
00283; 19490101; 19591231;            382;     49.8808;   10.8695; Bamberg-Altenburg                     ;Bayern
00284; 19360101; 19581231;            282;     49.8800;   10.8800; Bamberg (Sternwarte)                  ;Bayern
00288; 19910101; 19980831;              3;     53.8409;   13.7549; Bargischow-Gnevezin                   ;Mecklenburg-Vorpommern
00294; 19920201; 20110630;            110;     52.3199;    9.4300; Barsinghausen-Hohenbostel             ;Niedersachsen
00298; 19760101; 20030918;              3;     54.3405;   12.7108; Barth                                 ;Mecklenburg-Vorpommern
00314; 19450606; 20111231;            234;     51.1604;   14.5042; Kubschütz, Kr. Bautzen                ;Sachsen
00320; 18790101; 20111231;            350;     49.9666;   11.5198; Heinersreuth-Vollhof                  ;Bayern
00321; 19790101; 19951031;            789;     47.6797;   12.0017; Bayrischzell                          ;Bayern
00326; 20040701; 20110819;            120;     51.7204;    8.0577; Beckum-Unterberg                      ;Nordrhein-Westfalen
00327; 19620901; 19961031;             27;     53.6234;    8.8323; Bederkesa                             ;Niedersachsen
00330; 19450101; 20111231;            455;     49.5617;    8.9673; Oberzent-Beerfelden                   ;Hessen
00335; 19761201; 19771031;              4;     54.3426;   10.6018; Behrensdorf                           ;Schleswig-Holstein
00348; 19900101; 20000630;            127;     50.4135;    7.5886; Bendorf                               ;Rheinland-Pfalz
00355; 19490101; 19891031;            140;     49.6789;    8.6276; Bensheim                              ;Hessen
00361; 19490101; 19981231;            550;     47.6344;   13.0109; Berchtesgaden (KKst)                  ;Bayern
00365; 19911001; 20020930;            421;     49.3311;   11.4303; Berg/Oberpfalz                        ;Bayern
00377; 19510101; 20111231;            210;     49.1070;    7.9967; Bergzabern, Bad                       ;Rheinland-Pfalz
00379; 19540701; 19780523;            304;     50.9075;   11.2665; Berka, Bad (Flugplatz)                ;Thüringen
00386; 19730701; 19861130;            445;     51.0454;    8.3851; Berleburg, Bad                        ;Nordrhein-Westfalen
00390; 19861201; 20111231;            610;     50.9837;    8.3683; Berleburg, Bad-Stünzel                ;Nordrhein-Westfalen
00399; 19810101; 20000630;             36;     52.5198;   13.4057; Berlin-Alexanderplatz                 ;Berlin
00400; 19610101; 20111231;             60;     52.6310;   13.5021; Berlin-Buch                           ;Berlin
00402; 19360101; 19621231;             55;     52.4564;   13.2997; Berlin-Dahlem (LFAG)                  ;Berlin
00403; 19500101; 20230128;             51;     52.4537;   13.3017; Berlin-Dahlem (FU)                    ;Berlin
00407; 19580101; 19780331;             48;     52.6461;   13.2858; Berlin-Frohnau                        ;Berlin
00410; 19960601; 20111231;             33;     52.4040;   13.7309; Berlin-Kaniswall                      ;Berlin
00416; 19820701; 19960930;             47;     52.4069;   13.4127; Berlin-Lichtenrade                    ;Berlin
00417; 19450101; 19561031;             43;     52.4144;   13.3036; Berlin-Lichterfelde (Süd)             ;Berlin
00420; 19930501; 20111231;             61;     52.5447;   13.5598; Berlin-Marzahn                        ;Berlin
00424; 19540101; 19750331;             36;     52.5000;   13.4667; Berlin-Ostkreuz                       ;Berlin
00425; 19590101; 19820630;             38;     52.4044;   13.4838; Berlin-Rudow                          ;Berlin
00427; 19570101; 20220731;             46;     52.3807;   13.5306; Berlin Brandenburg                    ;Brandenburg
00429; 19861001; 19870131;             32;     52.5667;   13.1694; Berlin-Spandau                        ;Berlin
00430; 19630101; 20210504;             36;     52.5644;   13.3088; Berlin-Tegel                          ;Berlin
00432; 19780401; 19941231;             36;     52.6044;   13.2952; Berlin-Tegeler Fliesstal              ;Berlin
00433; 19490101; 20081031;             48;     52.4675;   13.4021; Berlin-Tempelhof                      ;Berlin
00435; 19640101; 20061231;             45;     52.4289;   13.2327; Berlin-Zehlendorf                     ;Berlin
00445; 18980101; 20111231;             85;     51.8218;   11.7110; Bernburg/Saale (Nord)                 ;Sachsen-Anhalt
00450; 19510101; 20111219;            120;     49.9186;    7.0664; Bernkastel-Kues                       ;Rheinland-Pfalz
00458; 19750101; 19880331;            185;     50.0699;    7.0306; Bertrich, Bad                         ;Rheinland-Pfalz
00460; 19510101; 20000630;            362;     49.2641;    6.6868; Berus                                 ;Saarland
00474; 19590101; 19860930;            599;     48.1252;    9.7639; Warthausen-Birkenhard                 ;Baden-Württemberg
00480; 19480101; 20061231;            296;     50.9275;    8.4937; Biedenkopf-Wallau                     ;Hessen
00502; 19670801; 20061231;            412;     49.8747;    9.4883; Bischbrunn                            ;Bayern
00508; 19940401; 20101231;            675;     50.0539;   11.8149; Bischofsgrün                          ;Bayern
00524; 19470201; 19921231;             80;     51.6333;   12.3167; Bitterfeld                            ;Sachsen-Anhalt
00535; 19510101; 20111231;            417;     50.0372;    7.3079; Blankenrath                           ;Rheinland-Pfalz
00550; 19940501; 20020930;            344;     50.9041;   11.7985; Bobeck                                ;Thüringen
00553; 19540101; 19740831;             25;     51.8380;    6.6107; Bocholt (Marienschule)                ;Nordrhein-Westfalen
00554; 19470101; 20020826;             23;     51.8293;    6.5365; Bocholt-Liedern (Wasserwerk)          ;Nordrhein-Westfalen
00555; 19470101; 20111231;            110;     51.5026;    7.2289; Bochum                                ;Nordrhein-Westfalen
00570; 19790101; 19811231;            648;     49.0768;   13.0765; Bodenmais-Mais                        ;Bayern
00576; 19870801; 20031231;            445;     48.6759;    8.9732; Böblingen                             ;Baden-Württemberg
00578; 19510301; 19661231;            379;     48.9451;   11.3667; Böhming                               ;Bayern
00588; 19920501; 19960731;            105;     51.7520;    9.3953; Boffzen                               ;Niedersachsen
00591; 19510101; 20080831;             45;     53.3911;   10.6878; Boizenburg                            ;Mecklenburg-Vorpommern
00592; 19510101; 19621231;             10;     53.8634;    9.7344; Bokel                                 ;Schleswig-Holstein
00594; 19930101; 20000229;            425;     48.6407;    9.6136; Boll, Bad (KKst)                      ;Baden-Württemberg
00596; 19470101; 20090228;             15;     54.0027;   11.1908; Boltenhagen                           ;Mecklenburg-Vorpommern
00598; 19490101; 19570831;             62;     50.7285;    7.0839; Bonn                                  ;Nordrhein-Westfalen
00599; 19321001; 19861231;             62;     50.7055;    7.1467; Bonn-Friesdorf                        ;Nordrhein-Westfalen
00604; 19710101; 20051031;            875;     47.8194;    8.3348; Bonndorf/Schwarzwald                  ;Baden-Württemberg
00606; 19500101; 19540731;            571;     48.0790;   10.1977; Boos                                  ;Bayern
00614; 19510101; 20071231;            240;     51.5709;    9.3120; Borgentreich-Bühne                    ;Nordrhein-Westfalen
00617; 20040601; 20111231;             47;     51.8730;    6.8863; Borken in Westfalen                   ;Nordrhein-Westfalen
00619; 19470101; 20060228;             12;     53.5788;    6.6703; Borkum-Süderstraße                    ;Niedersachsen
00634; 19800301; 19910331;            373;     49.4442;    9.6458; Boxberg-Seehof                        ;Baden-Württemberg
00642; 19660101; 19931031;              1;     53.3517;    8.4969; Brake                                 ;Niedersachsen
00643; 19931101; 19941231;              0;     53.2960;    8.4529; Brake-Süderfeld                       ;Niedersachsen
00645; 19470101; 19520131;             75;     52.4083;    7.9682; Bramsche                              ;Niedersachsen
00648; 19630501; 20061231;              9;     53.8551;    9.7152; Brande-Hörnerkirchen                  ;Schleswig-Holstein
00650; 19480701; 20010430;             35;     52.4136;   12.5503; Brandenburg-Görden                    ;Brandenburg
00652; 19490101; 19580731;            384;     49.5353;   10.7706; Hagenbüchach                          ;Bayern
00656; 19310101; 20000630;            607;     51.7234;   10.6021; Braunlage                             ;Niedersachsen
00657; 19550101; 20031231;            625;     51.6634;   10.6690; Braunlage-Hohegeiß                    ;Niedersachsen
00660; 19480101; 19601231;             83;     52.2744;   10.5656; Braunschweig-Gliesmarode              ;Niedersachsen
00661; 18910101; 19531231;             75;     52.2708;   10.5334; Braunschweig (T.H.)                   ;Niedersachsen
00662; 19610101; 20080531;             81;     52.2915;   10.4464; Braunschweig                          ;Niedersachsen
00691; 19360101; 20220531;              4;     53.0451;    8.7981; Bremen                                ;Bremen
00699; 19490101; 19580630;              4;     53.1004;    8.7834; Bremen-Seefahrtschule                 ;Bremen
00701; 19490101; 20090531;              7;     53.5332;    8.5761; Bremerhaven                           ;Bremen
00702; 19490101; 19600630;              8;     53.5876;    8.6015; Bremerhaven-Speckenbüttel             ;Bremen
00703; 19480101; 19850531;              5;     53.4779;    9.1553; Bremervörde (A)                       ;Niedersachsen
00705; 19850601; 20061231;              5;     53.5312;    9.1664; Bremervörde-Niederochtenhausen        ;Niedersachsen
00706; 19710501; 20041231;            234;     47.8858;    7.6611; Eschbach                              ;Baden-Württemberg
00710; 19831101; 20031231;            182;     49.0249;    8.6990; Bretten                               ;Baden-Württemberg
00717; 19480101; 20040630;            443;     51.3873;    8.5737; Brilon                                ;Nordrhein-Westfalen
00722; 18960101; 20191231;           1135;     51.7986;   10.6183; Brocken                               ;Sachsen-Anhalt
00727; 19580101; 19861231;            290;     49.7345;    8.9557; Brombachtal-Kirch-Brombach            ;Hessen
00729; 19450101; 19701231;            600;     50.8282;   10.4540; Brotterode                            ;Thüringen
00736; 19350101; 19991231;            390;     49.6303;    7.1148; Brücken                               ;Rheinland-Pfalz
00755; 19490101; 20111231;            340;     49.5182;    9.3213; Buchen, Kr. Neckar-Odenwald           ;Baden-Württemberg
00757; 19901001; 20111231;            445;     47.9625;    7.9983; Buchenbach                            ;Baden-Württemberg
00760; 19760601; 20040531;             82;     53.3629;    9.9435; Rosengarten-Klecken                   ;Niedersachsen
00769; 19790101; 20060930;             68;     52.2817;    9.0890; Bückeburg                             ;Niedersachsen
00771; 19490101; 19551231;            148;     50.2769;    9.1167; Büdingen                              ;Hessen
00772; 19510101; 19860430;            190;     48.6957;    8.1744; Bühlertal                             ;Baden-Württemberg
00773; 19860501; 20041231;            478;     48.6743;    8.1799; Bühlertal-Obertal                     ;Baden-Württemberg
00793; 19920101; 19941031;            530;     49.6620;    7.1098; Buhlenberg                            ;Rheinland-Pfalz
00807; 19450201; 20061231;            290;     49.7450;   10.6434; Schlüsselfeld (Kläranlage)            ;Bayern
00817; 19521001; 20111231;            293;     51.0306;    8.8146; Burgwald-Bottendorf                   ;Hessen
00829; 19790701; 19951130;            479;     50.3960;    8.5465; Butzbach-Bodenrod                     ;Hessen
00833; 19720501; 20010430;            615;     50.6951;   13.4975; Neuhausen/Erzgeb.-Rauschenbach        ;Sachsen
00840; 19900401; 20010331;            895;     50.4313;   12.6114; Carlsfeld                             ;Sachsen
00848; 19480101; 19781231;             38;     52.6146;   10.0726; Celle (Stadt)                         ;Niedersachsen
00850; 19790101; 20061231;             45;     52.5959;   10.0296; Celle                                 ;Niedersachsen
00851; 19480201; 19960430;            392;     49.2504;   12.6042; Pemfling-Pitzling                     ;Bayern
00853; 18820101; 20150731;            416;     50.7913;   12.8720; Chemnitz                              ;Sachsen
00863; 18900101; 20110319;            585;     51.7904;   10.3470; Clausthal-Zellerfeld                  ;Niedersachsen
00865; 19600101; 19710228;             42;     52.8441;    8.0624; Cloppenburg                           ;Niedersachsen
00867; 19490101; 20020531;            344;     50.3066;   10.9679; Lautertal-Oberlauter                  ;Bayern
00876; 19460801; 19821231;            314;     51.3040;   13.0096; Collmberg                             ;Sachsen
00880; 19460601; 20141020;             69;     51.7759;   14.3168; Cottbus                               ;Brandenburg
00881; 19500101; 20031231;            423;     49.0985;   10.0979; Crailsheim-Alexandersreut             ;Baden-Württemberg
00888; 19810101; 19911216;            269;     50.8149;   12.3821; Crimmitschau                          ;Sachsen
00891; 19480101; 20161231;              5;     53.8713;    8.7060; Cuxhaven                              ;Niedersachsen
00896; 19490701; 20111231;            170;     51.0778;   10.8619; Dachwig                               ;Thüringen
00917; 19950801; 20111231;            162;     49.8809;    8.6779; Darmstadt                             ;Hessen
00918; 19871001; 19950731;            122;     49.8453;    8.6240; Darmstadt (A)                         ;Hessen
00919; 19370203; 19740731;            169;     49.8697;    8.6796; Darmstadt-Botanischer Garten          ;Hessen
00920; 19490101; 19870930;            108;     49.8564;    8.5929; Darmstadt (US-Air-Base)               ;Hessen
00927; 19851001; 20001231;            430;     50.1957;    6.8279; Daun                                  ;Rheinland-Pfalz
00931; 19890801; 20031231;            712;     47.8007;    9.4108; Deggenhausertal-Azenweiler            ;Baden-Württemberg
00953; 19500801; 20000630;            481;     49.7619;    7.0542; Deuselbach                            ;Rheinland-Pfalz
00963; 19520901; 20141130;             38;     52.5881;    8.3424; Diepholz                              ;Niedersachsen
00964; 19520101; 19621231;            413;     50.0832;    6.8904; Dierfeld                              ;Rheinland-Pfalz
00965; 19500301; 19881231;            100;     51.2401;   13.4166; Diesbar-Seußlitz                      ;Sachsen
00970; 19850401; 19990630;            405;     49.4158;   10.6734; Dietenhofen                           ;Bayern
00979; 19490101; 20111231;            314;     50.7364;    8.2672; Dillenburg                            ;Hessen
00982; 19490101; 20061130;            420;     48.5701;   10.4985; Dillingen/Donau                       ;Bayern
00983; 20061201; 20111231;            419;     48.5562;   10.5599; Dillingen/Donau-Fristingen            ;Bayern
00991; 19540901; 20111231;            359;     50.9116;   13.7087; Dippoldiswalde-Reinberg               ;Sachsen
00998; 19510101; 20011031;            696;     48.7968;    8.4921; Dobel                                 ;Baden-Württemberg
01000; 19910701; 19970831;              3;     54.1442;   11.8454; Doberan, Bad-Heiligendamm             ;Mecklenburg-Vorpommern
01001; 19510101; 20010630;             97;     51.6451;   13.5747; Doberlug-Kirchhain                    ;Brandenburg
01003; 19470101; 19751231;            201;     51.1333;   13.1167; Döbeln                                ;Sachsen
01006; 18980901; 19450228;             15;     53.1399;   11.2544; Dömitz                                ;Mecklenburg-Vorpommern
01018; 19510101; 20041231;            677;     47.9422;    8.5046; Donaueschingen                        ;Baden-Württemberg
01032; 19510101; 19990930;            120;     51.5120;    7.5345; Dortmund                              ;Nordrhein-Westfalen
01047; 18820101; 19151231;            112;     51.0557;   13.7274; Dresden (Mitte)                       ;Sachsen
01048; 19340101; 20220731;            228;     51.1278;   13.7543; Dresden-Klotzsche                     ;Sachsen
01050; 19490101; 20111231;            112;     51.0221;   13.8470; Dresden-Hosterwitz                    ;Sachsen
01051; 19360101; 20111231;            119;     51.0249;   13.7751; Dresden-Strehlen                      ;Sachsen
01052; 19930501; 20111231;             80;     52.2174;   12.1641; Drewitz bei Burg                      ;Sachsen-Anhalt
01053; 19470401; 20030731;            192;     51.7337;    9.0445; Driburg, Bad                          ;Nordrhein-Westfalen
01066; 19630101; 19761231;            180;     51.5040;   10.2613; Duderstadt                            ;Niedersachsen
01072; 19520101; 20111231;            107;     49.4719;    8.1929; Dürkheim, Bad                         ;Rheinland-Pfalz
01074; 19520101; 19721231;            103;     51.3043;   12.0810; Dürrenberg, Bad                       ;Sachsen-Anhalt
01076; 19380826; 20001130;            692;     48.0135;    8.5343; Dürrheim, Bad                         ;Baden-Württemberg
01078; 19690701; 20220531;             37;     51.2960;    6.7686; Düsseldorf                            ;Nordrhein-Westfalen
01079; 19480201; 19960731;             37;     51.1998;    6.7574; Düsseldorf-Südfriedhof                ;Nordrhein-Westfalen
01084; 19940501; 20070531;             31;     51.3940;    6.7026; Duisburg-Friemersheim                 ;Nordrhein-Westfalen
01087; 19510101; 19931231;             21;     51.4634;    6.7321; Duisburg-Laar                         ;Nordrhein-Westfalen
01091; 19511001; 20071231;            258;     51.2806;   10.7362; Ebeleben                              ;Thüringen
01093; 19510101; 20051031;            131;     49.4593;    8.9595; Eberbach                              ;Baden-Württemberg
01102; 19871101; 20021231;            300;     48.7201;    9.5328; Ebersbach/Fils                        ;Baden-Württemberg
01103; 19780101; 20111231;            592;     48.1003;   11.9872; Ebersberg-Halbing                     ;Bayern
01107; 19630101; 20111231;            346;     49.8520;   10.4991; Ebrach                                ;Bayern
01146; 19850701; 19870731;            487;     48.6593;    8.9121; Ehningen                              ;Baden-Württemberg
01154; 19490101; 19660930;            470;     48.3416;   12.8820; Eiberg                                ;Bayern
01161; 19550101; 20080131;            384;     48.8777;   11.2349; Eichstätt-Landershofen                ;Bayern
01169; 19760201; 19990930;            264;     47.6288;    7.5959; Eimeldingen                           ;Baden-Württemberg
01172; 19510101; 19891130;            123;     51.8189;    9.8871; Einbeck                               ;Niedersachsen
01182; 19470101; 20010531;            146;     51.5029;   11.5705; Eisleben-Helfta                       ;Sachsen-Anhalt
01188; 19510101; 19661231;            518;     50.7041;   10.8576; Elgersburg                            ;Thüringen
01197; 19490101; 20111231;            463;     48.9895;   10.1312; Ellwangen-Rindelbach                  ;Baden-Württemberg
01201; 19470701; 20001231;             85;     50.9281;    6.5646; Elsdorf/Erftkreis                     ;Nordrhein-Westfalen
01204; 19500101; 19611231;              1;     53.2346;    8.4612; Elsfleth                              ;Niedersachsen
01207; 19480601; 20111231;            558;     50.2705;   12.2742; Elster, Bad-Sohl                      ;Sachsen
01214; 19871101; 20111231;            431;     48.2012;    8.1088; Elzach-Fisnacht                       ;Baden-Württemberg
01219; 19470101; 19970630;              5;     53.3449;    7.1909; Emden-Nesserland                      ;Niedersachsen
01221; 19550101; 19740228;              0;     53.3707;    7.2236; Emden-Wolthusen                       ;Niedersachsen
01224; 19751101; 20111231;            201;     48.1378;    7.8351; Emmendingen-Mundingen                 ;Baden-Württemberg
01229; 19510101; 19970331;             90;     50.3324;    7.6975; Ems, Bad                              ;Rheinland-Pfalz
01238; 19510101; 19960930;            144;     50.9884;    7.4250; Engelskirchen                         ;Nordrhein-Westfalen
01239; 19860801; 20071231;            540;     47.8516;    8.7673; Engen/Hegau                           ;Baden-Württemberg
01243; 19760101; 19850930;            705;     48.4734;    9.3028; Eningen                               ;Baden-Württemberg
01254; 19490101; 20021130;            210;     49.1307;    8.9165; Eppingen                              ;Baden-Württemberg
01255; 20021201; 20111231;            226;     49.1661;    8.8483; Eppingen-Elsenz                       ;Baden-Württemberg
01262; 19920517; 20220531;            446;     48.3477;   11.8134; München-Flughafen                     ;Bayern
01266; 19640501; 20111231;             18;     54.2992;    9.3162; Erfde                                 ;Schleswig-Holstein
01270; 19510101; 20220531;            316;     50.9829;   10.9608; Erfurt-Weimar                         ;Thüringen
01275; 19670401; 19801231;            340;     48.3008;   13.1398; Ering                                 ;Bayern
01276; 19800801; 20021231;            408;     47.6358;    9.5392; Eriskirch-Mariabrunn                  ;Baden-Württemberg
01279; 19490101; 20111231;            268;     49.6497;   11.0075; Möhrendorf-Kleinseebach               ;Bayern
01280; 19490101; 19531231;            280;     49.5692;   10.9929; Erlangen-Bruck                        ;Bayern
01287; 19911201; 20060831;            198;     49.8589;    9.2861; Eschau-Hobbach                        ;Bayern
01292; 19670101; 20060430;            470;     49.7522;   11.8222; Eschenbach/Oberpfalz                  ;Bayern
01297; 19490101; 20111231;            156;     51.2041;   10.0138; Eschwege                              ;Hessen
01299; 19790901; 19991031;              3;     53.6476;    7.6085; Esens                                 ;Niedersachsen
01300; 19480101; 20111231;            351;     51.2540;    8.1565; Eslohe                                ;Nordrhein-Westfalen
01303; 19500101; 20090531;            150;     51.4041;    6.9677; Essen-Bredeney                        ;Nordrhein-Westfalen
01327; 19510101; 20111231;            147;     50.7119;    6.7905; Weilerswist-Lommersum                 ;Nordrhein-Westfalen
01329; 19470101; 20031231;             50;     54.1340;   10.5865; Eutin                                 ;Schleswig-Holstein
01332; 19660701; 20111231;            471;     48.4832;   12.7241; Falkenberg,Kr.Rottal-Inn              ;Bayern
01346; 19490101; 20140131;           1490;     47.8749;    8.0038; Feldberg/Schwarzwald                  ;Baden-Württemberg
01347; 19800201; 19870131;            962;     47.8555;    8.1155; Feldberg-Altglashütten                ;Baden-Württemberg
01357; 19490101; 20111231;            655;     49.9807;   11.8376; Fichtelberg/Oberfranken-Hüttstadl     ;Bayern
01358; 18900801; 20190101;           1213;     50.4283;   12.9536; Fichtelberg                           ;Sachsen
01372; 19920101; 20021031;            757;     47.4608;   10.2696; Fischen                               ;Bayern
01374; 19490112; 19720430;            366;     50.5050;   10.1668; Fladungen-Heufurt                     ;Bayern
01378; 19850701; 20061231;             45;     54.8086;    9.4182; Flensburg                             ;Schleswig-Holstein
01379; 19570101; 19850630;             41;     54.7737;    9.3752; Flensburg (Schäferhaus)               ;Schleswig-Holstein
01380; 19470101; 19561231;             19;     54.8147;    9.4580; Flensburg-Mürwik                      ;Schleswig-Holstein
01392; 19871001; 20061231;            621;     49.7316;   12.3489; Flossenbürg                           ;Bayern
01403; 19650401; 19801031;            260;     50.0616;    9.4550; Frammersbach                          ;Bayern
01410; 19540701; 19970331;            130;     51.3512;   11.0958; Frankenhausen, Bad/Kyffhäuser         ;Thüringen
01411; 19491001; 20111231;            747;     50.5309;   10.0479; Birx/Rhön                             ;Thüringen
01420; 19490101; 20220831;            100;     50.0259;    8.5213; Frankfurt/Main                        ;Hessen
01421; 19611201; 19840831;            125;     50.1474;    8.6746; Frankfurt/Main (Stadt)                ;Hessen
01424; 19851101; 20080630;            124;     50.1269;    8.6694; Frankfurt/Main-Westend                ;Hessen
01425; 19490101; 19611130;            109;     50.1213;    8.6601; Frankfurt/Main (Feldbergstr.)         ;Hessen
01426; 19510101; 19770430;             65;     52.3397;   14.5080; Frankfurt/Oder                        ;Brandenburg
01428; 19510101; 19571231;            230;     49.2275;    8.0585; Frankweiler                           ;Rheinland-Pfalz
01440; 19710501; 20031231;            476;     48.2018;    7.9336; Freiamt-Ottoschwanden                 ;Baden-Württemberg
01441; 19450701; 19930430;            416;     50.9263;   13.2711; Freiberg                              ;Sachsen
01443; 18740101; 20021001;            237;     48.0232;    7.8343; Freiburg                              ;Baden-Württemberg
01447; 19490101; 19850630;            255;     48.0130;    7.8588; Freiburg im Breisgau-Herdern          ;Baden-Württemberg
01451; 19701101; 20111231;              2;     53.8277;    9.2493; Freiburg/Elbe                         ;Niedersachsen
01467; 19510101; 20051231;            736;     48.4607;    8.4141; Freudenstadt-Kurgarten                ;Baden-Württemberg
01468; 19490101; 20121231;            797;     48.4538;    8.4090; Freudenstadt                          ;Baden-Württemberg
01473; 20060101; 20111231;            414;     49.1869;   11.3080; Freystadt-Michelbach                  ;Bayern
01481; 19710101; 19981231;            928;     47.9216;    8.2547; Friedenweiler                         ;Baden-Württemberg
01488; 19510101; 19661231;            523;     51.6884;   11.0394; Friedrichsbrunn                       ;Sachsen-Anhalt
01490; 19510101; 19801130;            394;     47.6454;    9.4795; Friedrichshafen                       ;Baden-Württemberg
01492; 19580101; 20031231;            852;     47.7819;    7.7348; Malsburg-Marzell-Friedrichsheim       ;Baden-Württemberg
01493; 19920701; 19951231;            793;     50.4788;   11.0159; Friedrichshöhe                        ;Thüringen
01503; 19470201; 20061231;              6;     53.0643;    7.9020; Friesoythe-Altenoythe                 ;Niedersachsen
01513; 19510101; 19621130;            653;     50.6588;    8.1027; Fuchskauten                           ;Rheinland-Pfalz
01522; 19490101; 19550331;            313;     49.4811;   10.9640; Fürth/Bayern (A)                      ;Bayern
01526; 18850101; 20110424;            242;     50.5668;    9.6532; Fulda-Horas                           ;Hessen
01544; 19470101; 20080531;             47;     52.5129;   11.3942; Gardelegen                            ;Sachsen-Anhalt
